Key,Comments,Comments,Russian,English,English - final,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian,Vietnamese
advisor.not_enought_tavernas,не  хватает таверн - 30% не могут попасть в таверну,пиво,Не хватает Таверн,We need taverns.,We need taverns.,Potřebujeme krčmy.,Precisamos de tavernas.,Necesitamos tabernas.,Potrzebujemy karczm.,我们需要酒馆。,我們需要酒館。,酒場が必要です。,술집이 필요합니다.,Wir brauchen Tavernen.,Il nous faut des tavernes.,Ci servono delle locande.,Tavernalara ihtiyacımız var.,Kocsmákra van szükségünk.,Потрібні корчми.,Chúng ta cần các quán rượu.
advisor.no_temples,не хватает храмов - 30% граждан не попадают в храм,крест софии,Не хватает Храмов,We need temples.,We need temples.,Potřebujeme chrámy.,Precisamos de templos.,Necesitamos templos.,Potrzebujemy świątyń.,我们需要圣堂。,我們需要教堂。,礼拝堂が必要です。,사원이 필요합니다.,Wir brauchen Tempel.,Il nous faut des temples.,Ci servono dei templi.,Tapınaklara ihtiyacımız var.,Templomokra van szükségünk.,Потрібні храми.,Chúng ta cần các đền thờ.
advisor.no_barracks,не хватает казарм - больше 30% солдат живут на улице,скрещенные мечи,Не хватает Казарм,We need barracks.,We need barracks.,Potřebujeme kasárny.,Precisamos de uma caserna.,Necesitamos barracones.,Potrzebujemy koszar.,我们需要兵营。,我們需要營房。,兵舎が必要です。,병영이 필요합니다.,Wir brauchen Kasernen.,Il nous faut des casernes.,Ci servono delle caserme.,Kışlalara ihtiyacımız var,Kaszárnyára van szükségünk.,Потрібні казарми.,Chúng ta cần các doanh trại.
advisor.rutabaga_poison,30% населения болеет тифом,,Эпидемия Брюквенного тифа,Rutabaga Typhoid Epidemic,Rutabaga Typhoid Epidemic,Epidemie tuřínového tyfu,Epidemia de febre da couve-nabo.,Epidemia de tifus de colinabo,Epidemia brukwiowego tyfusu.,芜菁热症疫情,流行性洋蕪菁熱,ルタバガ腸チフスの流行,루타바가 열병 전염병,Steckrübenfieber-Epidemie,Épidémie de fièvre du rutabaga,Epidemia di tifo delle rape,Şalgam Humması Salgını,Karórépaláz-járvány,Епідемія бруквяної лихоманки,Dịch tả Rutabaga
advisor.inflamed_wound_lords,,,Воспаленная рана,Inflamed wound,Inflamed wound,Zanícená rána,Ferida infeccionada.,Herida infectada,Zakażenie rany.,发炎伤口,傷口發炎,傷口の炎症,염증성 상처,Entzündete Wunde,Blessure infectée,Ferita infiammata,İltihaplanan yara,Elfertőződött seb,Запалена рана,Vết thương bị viêm
advisor.inflamed_wound_warriors,,,Воспаленные раны у солдат,Soldiers have inflamed wounds.,Soldiers have inflamed wounds.,Vojáci mají zanícené rány.,Os soldados estão com feridas infeccionadas.,Los guerreros tienen heridas infectadas.,Żołnierze mają zakażone rany.,士兵伤口发炎。,士兵的傷口發炎了。,兵士の傷口が炎症を起こしています。,전사들에게 염증성 상처가 생겼습니다.,Soldaten haben entzündete Wunden.,Les blessures de certains soldats se sont infectées.,I soldati hanno ferite infiammate.,Askerlerin yaraları iltihaplandı.,A katonák sebei elfertőződtek.,У солдатів запалені рани.,Lính bị vết thương viêm.
advisor.free_lord_expire_soon,,,Контракт заканчивается,Contract expires.,Contract expires.,Smlouvě končí platnost.,O contrato vai expirar.,El contrato expira.,Umowa wygasła.,契约已失效。,合約到期了。,契約が満了しました。,계약이 만료되었습니다.,Vertrag läuft aus.,Le contrat expire.,Contratto scaduto.,Sözleşme sona eriyor.,Lejár egy szerződés.,Угода скоро вичерпається.,Hợp đồng sắp hết hạn.
advisor.no_problems,,,Нет проблем,There are no problems.,There are no problems.,Nejsou žádné problémy.,Não há problemas.,No hay problemas.,Brak problemów.,目前没有问题。,目前沒有問題。,問題はありません。,문제가 없습니다.,Es gibt keine Probleme.,Il n'y a aucun problème.,Non ci sono problemi.,Hiçbir sorun yok.,Nincs probléma.,Проблем немає.,Không có vấn đề gì.
advisor.no_tavernas,,,Таверны не работают,Taverns are not functioning.,Taverns are not functioning.,Krčmy nefungují.,As tavernas não estão funcionando.,Las tabernas no funcionan.,Karczmy nie działają.,酒馆未运营。,酒館沒有在運作。,酒場がうまく機能していません。,술집이 작동하지 않습니다.,Tavernen funktionieren nicht.,Les tavernes ne sont pas opérationnelles.,Le locande non sono in funzione.,Tavernalar işlemiyor.,A kocsmák nem működnek.,Корчми не працюють.,Các quán rượu không hoạt động.
advisor.no_altar,,,Людям негде молиться,People have nowhere to pray.,People have nowhere to pray.,Lidé se nemají kde modlit.,As pessoas não têm onde rezar.,La gente no tiene donde rezar.,Ludzie nie mają miejsca modłów.,民众无处祈祷。,人民無處禱告。,人々は祈る場所がありません。,사람들이 기도할 곳이 없습니다.,Die Leute können nirgendwo beten.,Il n'y a aucun lieu de prière.,La gente non ha luoghi di culto.,İnsanların dua edecek yeri yok.,Az embereknek nincs hol imádkozniuk.,Людям ніде молитися.,Người dân không có nơi để cầu nguyện.
advisor.no_allcohol_production,,,Отсутствует производство алкоголя,Alcohol production is absent.,Alcohol production is absent.,Chybí výroba alkoholu.,Não há produção de bebidas.,No hay producción de alcohol.,Brak produkcji alkoholu.,无酒精生产。,沒有在生產酒。,アルコールは生産されていません。,술 생산이 이뤄지지 않습니다.,Es gibt keine Alkoholproduktion.,Il n'y a aucune production d'alcool.,Non vengono prodotti alcolici.,Alkol üretilmiyor.,Nincs alkoholtermelés.,Немає виробництва алкоголю.,Sản xuất rượu không có.
advisor.no_food_production,,,"Отсутствует производство еды ",Food production is absent.,Food production is absent.,Chybí výroba jídla.,Não há produção alimentícia.,No hay producción de comida.,Brak produkcji żywności.,无食物生产。,沒有在生產食物。,食料は生産されていません。,음식 생산이 이뤄지지 않습니다.,Es gibt keine Nahrungsproduktion.,Il n'y a aucune production de nourriture.,Non viene prodotto cibo.,Gıda üretilmiyor.,Nincs élelemtermelés.,Немає виробництва харчів.,Sản xuất thực phẩm không có.
advisor.upgrade_woorcutter,,,Улучшите Лесопилки,Our lumbermills need upgrading.,Our lumbermills need upgrading.,Naše pily potřebují vylepšit.,Precisamos melhorar as serrarias.,Nuestras serrerías necesitan mejoras.,Nasze tartaki potrzebują ulepszeń.,伐木场需要升级。,伐木場需要升級。,製材所にはアップグレードが必要です。,제재소를 업그레이드해야 합니다.,Unsere Holzfällerlager müssen aufgewertet werden.,Nos scieries devraient être améliorées.,Le segherie vanno migliorate.,Kereste fabrikalarımızın yükseltilmesi gerek.,A fűrészmalmainkat fejleszteni kell.,Наші лісопильні потребують вдосконалення.,Các nhà máy chế biến gỗ của chúng ta cần nâng cấp.
advisor.small_army,когда армия меньше 7 человек,скрещенные мечи,Очень слабая армия,We have a very weak army.,We have a very weak army.,Máme velmi slabé vojsko.,Temos um exército muito fraco.,Tenemos un ejército muy débil.,Mamy bardzo słabą armię.,我们的军队很弱。,我們的軍隊力量薄弱。,軍事力に不安があります。,군대가 너무 약합니다.,Unsere Armee ist äußerst schwach.,Notre armée est particulièrement faible.,Il nostro esercito è debole.,Ordumuz çok zayıf.,Nagyon gyenge a hadseregünk.,У нас дуже слабке військо.,Chúng ta có một đội quân rất yếu.
advisor.low_fertility,когда фертильность ниже 80%. Уходит само через 2 суток,значок ржи,Угроза снижения плодородия,We face a threat of reduced fertility.,We face a threat of reduced fertility.,Hrozí nám snížená úrodnost.,Enfrentamos uma ameaça de baixa fertilidade.,Nos enfrentamos a la amenaza de una fertilidad reducida.,Zagraża nam spadek żyzności gleby.,我们面临着土壤肥力下降的威胁。,我們面臨生育率下降的威脅。,肥沃度の低下に直面しています。,생식력 감소로 위험에 처했습니다.,Es droht eine reduzierte Fruchtbarkeit.,La baisse de fertilité est une menace pour notre cité.,Incombe la minaccia di una riduzione della fertilità.,Düşük verimlilik tehdidiyle karşı karşıyayız.,Fennáll a termékenység csökkenésének veszélye.,Перед нами загроза зменшення родючості.,Chúng ta đối mặt với nguy cơ giảm khả năng sinh sản.
advisor.low_iron,"когда запасов железа на текущем уровне осталось меньше 50

Уходит само чере 2 суток",значок железа,Запасы Железа истощаются,Iron reserves are depleting.,Iron reserves are depleting.,Zásoby železa docházejí.,As reservas de ferro estão se esgotando.,Las reservas de hierro se están agotando.,Złoża żelaza wkrótce się wyczerpią.,铁的储备即将耗尽。,鐵的存量正在耗盡。,鉄の埋蔵量は枯渇しつつあります。,철 매장량이 고갈되어갑니다.,Die Eisenreserven gehen zur Neige.,Nos réserves de fer s'amenuisent.,I giacimenti di ferro si stanno esaurendo.,Demir rezervleri tükeniyor.,A vastartalékok kimerülnek.,Запаси заліза вичерпуються.,Dự trữ sắt đang cạn kiệt.
advisor.slaves_run,,значок рабов,Пленники плохо охраняются,Prisoners are poorly guarded.,Prisoners are poorly guarded.,Vězni jsou špatně hlídaní.,Os prisioneiros não estão sendo bem vigiados.,Los prisioneros están mal vigilados.,Jeńcy są kiepsko pilnowani.,囚犯看守并不严密。,囚犯未受到嚴格看守。,囚人の警備が手薄になっています。,수감자가 제대로 감시받지 않습니다.,Sklaven sind unzureichend bewacht.,Les esclaves ne sont pas assez bien surveillés.,La sorveglianza dei prigionieri è insufficiente.,Mahkûmların koruması yetersiz.,A foglyokat rosszul őrzik.,В'язнів погано охороняють.,Các tù nhân bị canh gác kém.
advisor.no_work,,,Много безработных,There are many unemployed.,There are many unemployed.,Máme mnoho nezaměstnaných.,Há muitos desempregados.,Hay muchos desempleados.,Zbyt wielu bezrobotnych.,大量人口失业。,失業人數眾多。,失業者が増えています。,실업자가 많습니다.,Es gibt viele Arbeitslose.,Trop de personnes sont sans-emploi.,I disoccupati sono numerosi.,İşsizlerin sayısı çok fazla.,Sok a munkanélküli.,Забагато безробітних.,Có nhiều người thất nghiệp.
advisor.contraband,,,В городе идут спекуляции,Speculation is happening in the city.,Speculation is happening in the city.,Ve městě kolují spekulace.,Pessoas estão especulando na cidade.,Está habiendo especulación en la ciudad.,W mieście odbywa się handel spekulacyjny.,这个城市正在进行投机活动。,城鎮正發生投機倒賣行為。,街では様々な憶測が飛び交っています。,도시에서 투기가 일어나고 있습니다.,In der Stadt kommt es zu Spekulationen.,Il y a de la spéculation dans la cité.,Si verificano casi di speculazione in città.,Şehirde vurgunculuk dönüyor.,Üzérkedés folyik a városban.,У місті відбувається спекуляція.,Có hiện tượng đầu cơ trong thành phố.
advisor.fanatics_rebellion,Возможное восстание фанатиков,,Фанатики близки к восстанию,Fanatics close to uprising.,Fanatics close to uprising.,Fanatici hrozí povstáním.,Fanáticos prestes a se rebelarem.,Los fanáticos están a punto de levantarse.,Fanatycy są blisko buntu.,狂热信徒即将发起叛乱。,狂熱信徒就快起義了。,反乱を起こそうとしている狂信者。,광신도의 봉기가 임박했습니다.,Fanatiker nahe dem Aufstand,Les fanatiques sont au bord de la révolte.,I fanatici stanno per insorgere.,Fanatik ayaklanması çok yakın.,"A fanatikusok közel állnak hozzá, hogy fellázadjanak.",Фанатики близькі до повстання.,Những kẻ cuồng tín gần như nổi loạn.
advisor.bishop_rebellion,Возможное восстание епископа,,Епископ планирует восстание,The bishop is planning an uprising.,The bishop is planning an uprising.,Biskup plánuje povstání.,O bispo está planejando uma rebelião.,El obispo está planeando un levantamiento.,Biskup planuje bunt.,主教正在谋划一场叛乱。,主教正在策劃起義。,司教が反乱を企てている。,주교가 봉기를 계획하고 있습니다.,Der Bischof plant einen Aufstand.,L'évêque prépare une révolte.,Il vescovo pianifica una rivolta.,Piskopos bir ayaklanma planlıyor.,A püspök felkelést készít elő.,Єпископ планує повстання.,Giám mục đang âm thầm lên kế hoạch nổi dậy.
advisor.onboard_1,После окончания обучения,,Постройте Лесопилку,Build a Lumbermill.,Build a Lumbermill.,Postav pilu.,Construa uma serraria.,Construye una serrería.,Zbuduj tartak.,建造一个伐木场。,請建造伐木場。,製材所を建設する。,제재소를 건설하세요.,Baue ein Holzfällerlager.,Construisez une scierie.,Costruisci una segheria.,Bir Kereste Fabrikası inşa et.,Építs egy fűrészmalmot.,Збудуйте лісопильню.,Xây dựng một nhà máy chế biến gỗ.
advisor.onboard_2,После окончания advisor.onboard_1,построили 2 лесопилку,Соберите урожай Ржи,Harvest the Rye crop.,Harvest the Rye crop.,Skliď žito.,Colha a plantação de centeio.,Cosecha el cultivo de centeno.,Zbierz plony żyta.,收割麦子作物。,收成麥子,ライ麦を収穫する。,호밀 농작물을 수확하세요.,Ernte Roggen.,Récoltez le seigle.,Raccogli la segale.,Çavdar ekinini hasat et.,Takarítsd be a rozstermést.,Зберіть урожай жита.,Thu hoạch mùa vụ lúa mạch.
advisor.onboard_3,После окончания advisor.onboard_2,собрали 1 урожай ржи,Начните делать Муку,Start making Flour.,Start making Flour.,Začni vyrábět mouku.,Comece a produzir farinha.,Empieza a hacer harina.,Zacznij wytwarzać mąkę.,开始制作面粉。,請開始製作麵粉。,小麦粉の製造を始める。,밀가루 제작을 시작하세요.,Produziere Mehl.,Commencez la production de farine.,Avvia la produzione di farina.,Un yapımına başla.,Kezdj el lisztet előállítani.,Почніть виробляти борошно.,Bắt đầu sản xuất bột mì.
advisor.onboard_4,"После окончания advisor.onboard_1, после постройки поля ржи",построили 2 полей Ржи,Соберите урожай Хмеля,Harvest the Hops crop.,Harvest the Hops crop.,Skliď chmel.,Colha a plantação de lúpulo.,Cosecha el cultivo de lúpulo.,Zbierz plony chmielu.,收割啤酒花作物。,收成啤酒花,ホップを収穫する。,홉 농작물을 수확하세요.,Ernte Hopfen.,Récoltez le houblon.,Raccogli i luppoli.,Şerbetçi otu ekinini hasat et.,Takarítsd be a komlótermést.,Зберіть урожай хмелю.,Thu hoạch mùa vụ hoa houblon.
advisor.onboard_5,После окончания advisor.onboard_4,Собрали урожай хмеля,Начните варить Пиво,Start brewing Beer.,Start brewing Beer.,Začni vařit pivo.,Comece a produzir cerveja.,Empieza a elaborar cerveza.,Zacznij wytwarzać piwo.,开始酿造啤酒。,請開始釀造啤酒。,ビールの醸造を始める。,맥주 증류를 시작하세요.,"Beginne, Bier zu brauen.",Commencez à brasser de la bière.,Avvia la produzione di birra.,Bira üretimine başla.,Kezdj el sört főzni.,Почніть варити пиво.,Bắt đầu sản xuất bia.
advisor.onboard_6,После окончания advisor.onboard_5,Построили пивоварню ур 3,Постройте Шахту,Build a Mine.,Build a Mine.,Postav důl.,Construa uma mina.,Construye una mina.,Zbuduj kopalnię.,建造一个矿井。,請建造礦場。,鉱山を建設する。,광산을 건설하세요.,Errichte eine Mine.,Construisez une mine.,Costruisci una miniera.,Maden inşa et.,Építs egy bányát.,Збудуйте шахту.,Xây dựng một mỏ.
advisor.onboard_7,После окончания advisor.onboard_6_1,Построили шахту,Заключите торговое соглашение,Arrange a trade agreement.,Arrange a trade agreement.,Domluv obchodní dohodu.,Realize um acordo comercial.,Pon fin a un acuerdo comercial.,Zawrzyj umowę handlową.,筹措一份贸易协议。,安排貿易協議。,貿易協定を締結する。,무역 협정을 체결하세요.,Arrangiere ein Handelsabkommen.,Concluez un accord commercial.,Stringi un accordo commerciale.,Bir ticaret sözleşmesi ayarla.,Hozz össze egy kereskedelmi megállapodást.,Домовтеся про торгову угоду.,Sắp xếp một thỏa thuận thương mại.
advisor.onboard_8,После окончания advisor.onboard_6_1,Построили шахту,Достигните населения 40 человек,Reach a population of 40 people.,Reach a population of 40 people.,Dosáhni populace 40 lidí.,Alcance uma população de 40 pessoas.,Llega a una población de 40 personas.,Osiągnij populację 40 osób.,使人口达到 40。,請讓人口數達到 40。,人口40人に到達する。,인구 40명에 도달하세요.,Erreiche eine Bevölkerung von 40 Einwohnern.,Atteignez une population de 40 personnes.,Raggiungi una popolazione di 40 abitanti.,40 kişilik nüfusa ulaş.,Érj el 40 fős lakosságot.,Досягніть чисельності населення 40 осіб.,Đạt dân số 40 người.
advisor.onboard_9,После окончания advisor.onboard_8,достигли населения и еще создал гос-во,Создайте государство,Create a state.,Create a state.,Založ stát.,Crie um novo estado.,Crea un estado.,Stwórz państwo.,建立一个国家。,請建立州省。,国家を作る。,국가를 만드세요.,Erstelle einen Staat,Créez un État.,Crea uno stato.,Eyalet oluştur.,Alapíts államot.,Створіть державу.,Tạo ra một quốc gia.
advisor.clerks,"если канцелярия работает, но клерки нигде не назначены",убиается когда 1 клерк назначен. Не чаще раз в сутки,Клерки не назначены,Clerks not assigned.,Clerks not assigned.,Úředníci nejsou přiřazení.,Funcionários não atribuídos.,Funcionarios sin asignar.,Nie przydzielono urzędników.,未指派文员。,未指派職員。,官吏が任命されていません。,사무관이 배정되지 않았습니다.,Keine Beamten zugewiesen.,Aucune tâche n'est assignée aux fonctionnaires.,Funzionari non assegnati.,Kâtipler atanmadı.,Nincs kirendelve hivatalnok.,Писарі не призначені.,Nhân viên văn phòng chưa được phân công.
advisor.no_paper,"если канцелярия работает, но ей не хватет бумаги для работы",убирается когда снова работает. Не чаще раз в сутки,Канцелярии не хватает бумаги,"The Chancellery is lacking Paper. ","The Chancellery is lacking Paper. ",V kancléřství chybí papír.,Falta papel na chancelaria.,Falta papel en la cancillería.,W kancelarii brakuje papieru.,官邸缺纸。,官邸缺乏紙。,官庁には紙がありません。,사무국에 종이가 부족합니다.,Der Kanzlei fehlt es an Papier.,La chancellerie manque de papier.,La cancelleria ha esaurito la carta.,Şansölyelikte kâğıt eksikliği var.,A kancelláriában nincs papír.,У канцелярії не вистачає паперу.,Văn phòng thiếu giấy.
advisor.wolves,когда рабочего крестьянина атаковал волк,убирается через сутки сам. КД 2 дня,Плотоволки атакуют рабочих,Fleshwolves are attacking workers.,Fleshwolves are attacking workers.,Hladoví vlci útočí na dělníky.,Lobos-sangrentos estão atacando trabalhadores.,Los lobos devoradores atacan a los trabajadores.,Żerwilki atakują robotników.,饿狼正在攻击工人。,食肉狼正在攻擊食肉狼。,人喰いオオカミが労働者を襲っている。,살육늑대가 일꾼을 공격합니다.,Säbelzahnwölfe attackieren Arbeiter.,Des loups attaquent la main-d'œuvre !,I lupi attaccano i lavoratori.,Etbörüler işçilere saldırıyor.,Húsfarkasok támadnak a munkásokra.,Плотожери нападають на працівників.,Lũ sói ăn thịt đang tấn công công nhân.
advisor.onboard_4_1,После окончания advisor.onboard_3,убирается когда нанимаем лорда,Наймите свободного лорда,Hire a free lord.,Hire a free lord.,Najmi svobodného lorda.,Contrate um nobre livre.,Contrata a un señor libre.,Zatrudnij wolnego lorda.,雇佣一名自由领主。,請聘請一位流浪貴族。,自由領主を雇う。,자유 영주를 고용하세요.,Heuere einen Freien Lord an.,Engagez un noble libre.,Assumi un nobile libero.,Bir özgür asilzade işe al.,Fogadj fel egy szabad nemest.,Найміть вільного вельможу.,Thuê một lord tự do.
advisor.onboard_6_1,После окончания advisor.onboard_6,создали заказ на уголь и инструменты,Начните делать Инструменты,Start making Tools.,Start making Tools.,Začni vyrábět nástroje.,Comece a produzir ferramentas.,Empieza a crear herramientas.,Zacznij wytwarzać narzędzia.,开始制造工具。,請開始製作工具。,道具の製造を始める。,도구 제작을 시작하세요.,Produziere Werkzeuge.,Commencez à produire des outils.,Avvia la produzione di attrezzi.,Alet yapımına başla.,Kezdj el szerszámokat előállítani.,Почніть виробляти інструменти.,Bắt đầu sản xuất công cụ.
advisor.emperor_coronation,Коронация императора,,Станьте императором,Become the Emperor.,Become the Emperor.,Staň se císařem,Torne-se o imperador.,Conviértete en emperador.,Zostań imperatorem.,成为皇帝,成為帝王,皇帝になる,황제가 되세요.,Werde Imperator,Prenez place sur le trône impérial.,Diventa imperatore,İmparator Ol,Legyél te a császár,Станьте імператором.,Trở thành Hoàng đế.
advisor.desire_to_kill,Лорд получил желание смерти или мести,,Лорд планирует убийство,The lord is planning a murder.,The lord is planning a murder.,Lord osnuje vraždu.,O nobre está planejando um assassinato.,,Lord planuje morderstwo.,该领主正在策划一场谋杀。,這位貴族正在計劃謀殺,領主が殺人を計画している。,영주가 살인을 계획 중입니다.,Der Lord plant einen Mord.,Ce seigneur ou cette dame prévoit de commettre un meurtre.,Il nobile trama un omicidio.,Asilzade bir cinayet planlıyor.,A nemes gyilkosságot tervez.,Вельможа планує вбивство.,Ngài đang lên kế hoạch giết người.