Key,Comments,Russian,English,English - final,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian,Vietnamese
mind.friend_lost_title,,Моего друга лишили титула,My friend was stripped of lordship,My friend was stripped of lordship,Mého přítele zbavili lordství,Amizade destituída da nobreza,A mi amigo le han retirado el título,Przyjaciela pozbawiono tytułu,我的朋友被剥夺了领主身份,朋友遭褫奪爵位,友人は領主の地位を剝奪された,친구가 영주 작위를 뺏김,Mein Freund hat seinen Adelstitel verloren,Mon ami·e a perdu son titre de noblesse,Un amico ha perso il titolo nobiliare,Dostum asilzadelik ünvanını kaybetti,A barátomat megfosztották a nemesi rangjától,Друга позбавили титулу,Bạn tôi đã bị tước quyền lãnh chúa
mind.sorrow_for_king,,Скорбь по королю,Mourning for the king,Mourning for the king,Oplakávání krále,De luto pelo rei,Luto por el monarca,Żałoba po królu,为君王哀悼,悼念先王,王を弔う,왕을 위해 애도 중,Trauert um den König,En deuil à la suite du décès du monarque,Cordoglio per il monarca,Hükümdar için yas,Gyászolja az uralkodót,Оплакує монарха,Thương tiếc cho nhà vua
mind.loyalist_with_king_squad,,В отряде с королем,In the king's retinue,In the king's retinue,V králově družině,Na comitiva do rei,En el séquito del monarca,W oddziale króla,在君王的扈从中,君王親征,王の従者である,왕의 수행단에 포함,Im Gefolge des Königs,Membre de la retenue du monarque,Al seguito del monarca,Hükümdarın heyetinde,Az uralkodó kíséretében,У монаршій свиті,Trong đoàn tùy tùng của vua
mind.matriarch_dont_love_king,,Матриарх не любит короля,The Matriarch does not like the king,The Matriarch does not like the king,Matriarcha nemá ráda krále,A Matriarca não gosta do rei,A la matriarca no le gusta el monarca,Matrona nie lubi króla,女教皇不喜欢君王,君王不受國母待見,女家長は王が好きになれない,총대주교가 왕을 좋아하지 않음,Die Matriarchin mag den König nicht,La Matriarche n'apprécie pas le monarque,La matriarca non apprezza il monarca,"Maderşah, hükümdarı sevmiyor",A Mátriárka nem szereti az uralkodót,Матріарху не подобається монарх,Trưởng lão không thích nhà vua
mind.prestiged_best,,Самый престижная семья,The most prestigious family,The most prestigious family,Nejprestižnější rodina,A família mais prestigiada,La familia más prestigiosa,Najbardziej prestiżowa rodzina,最有声望的家族,王室威望最高,名門中の名門一族,가장 명망 있는 가문,Die prestigeträchtigste Familie,Membre de la plus prestigieuse famille,Famiglia più prestigiosa,En saygın aile,A legrangosabb család,Найпрестижніша сім'я,Gia đình danh giá nhất
mind.prestiged_worst,,Самая захолустная семья,The most remote family,The most remote family,Nejvzdálenější rodina,A família menos prestigiada,La familia más indigna,Najmniej prestiżowa rodzina,最偏远的家族,王室威信掃地,最も離れた家族,가장 명망 없는 가문,Die unbedeutendste Familie,Membre de la famille la plus éloignée,Famiglia più remota,En saygın aile,A legtávolabbi család,Найменш престижна сім'я,Gia đình kém uy tín nhất
mind.successful_king,,Успешный король,Successful king,Successful king,Úspěšný král,Rei bem-sucedido,Monarca con éxito,Król odnosi sukcesy,成功的君王,君王建功有成,成功を収めた王,성공적인 왕,Erfolgreicher König,Monarque prospère,Monarca di successo,Başarılı hükümdar,Sikeres uralkodó,Успішний монарх,Vị vua thành công
mind.spirit_of_freedom,,Дух свободы,Spirit of freedom,Spirit of freedom,Duch svobody,Espírito de liberdade,Espíritu de libertad,Poczucie wolności,自由的精神,自由的靈魂,自由の精神,자유의 영혼,Geist der Freiheit,Esprit de liberté,Spirito di libertà,Özgürlük ruhu,A szabadság szelleme,Дух свободи,Tinh thần tự do
mind.under_culture_terror,,Террор против моей культуры,Terror against my сulture,Terror against my сulture,Teror proti mé kultuře,Terror contra a minha cultura,Terror contra mi cultura,Terroryzowanie mojej kultury,对我的文化感到恐慌,文化受恐怖打壓,自身の文化に対する恐怖,내 문화를 대상으로 공포 조성,Terror gegen meine Kultur,Terreur à l'encontre de ma culture,Terrore contro la mia cultura,Kültürüme karşı dehşet,Terror a kultúrám ellen,Терор проти моєї культури,Khủng bố chống lại nền văn hóa của tôi
mind.best_culture_gwelts,,Самая сильная армия,The strongest army,The strongest army,Nejsilnější vojsko,O exército mais forte,El ejército más fuerte,Najsilniejsza armia,最强的军队,最強精銳軍,最強の軍隊,가장 강력한 군대,Die stärkste Armee,Notre armée est la plus puissante,Esercito più potente,En güçlü ordu,A legerősebb hadsereg,Найсильніше військо,Quân đội mạnh nhất
mind.best_culture_tanaia,,Матриарх любит наш город,The Matriarch loves our сity,The Matriarch loves our сity,Matriarcha miluje naše město,A Matriarca ama nossa cidade,A la matriarca le encanta nuestra ciudad,Matrona kocha nasze miasto,女教皇爱着我们的城市,城邦受國母寵愛,女家長は私の都市を気に入っている,총대주교가 우리 도시를 사랑함,Die Matriarchin liebt unsere Stadt,La Matriarche adore notre cité,La matriarca ama la nostra città,"Maderşah, şehrimizi seviyor",A Mátriárka szereti a városunkat,Матріарх любить наше місто,Trưởng lão yêu thành phố của chúng tôi
mind.best_culture_makha,,Самый престижный город,The most prestigious city,The most prestigious city,Nejprestižnější město,A cidade mais prestigiada,La ciudad más prestigiosa,Najbardziej prestiżowe miasto,最有声望的城市,城邦威望最高,もっとも名高い都市,가장 명망 있는 도시,Die prestigeträchtigste Stadt,Notre cité est la plus prestigieuse,Città più prestigiosa,En saygın şehir,A legrangosabb város,Найпрестижніше місто,Thành phố danh giá nhất
mind.best_culture_vorun,,Самое большое население,The largest population,The largest population,Největší populace,A maior população,La población más numerosa,Największa populacja,最多的人口,人口最多,人口最大,가장 인구가 많음,Die größte Bevölkerung,Notre cité est la plus peuplée,Popolazione più numerosa,En büyük nüfus,A legnagyobb népesség,Найбільше населення,Dân số đông nhất
mind.worst_culture_gwelts,,Самая слабая армия,The weakest army,The weakest army,Nejslabší vojsko,O exército mais fraco,El ejército más débil,Najsłabsza armia,最弱的军队,最弱雜牌軍,最弱の軍隊,가장 약한 군대,Die schwächste Armee,Notre armée est la plus faible,Esercito più debole,En zayıf ordu,A leggyengébb hadsereg,Найслабше військо,Quân đội yếu nhất
mind.worst_culture_tanaia,,Матриарх не любит наш город,The Matriarch doesn't love our сity,The Matriarch doesn't love our сity,Matriarcha nemiluje naše město,A Matriarca não ama nossa cidade,A la matriarca no le gusta nuestra ciudad,Matrona nie kocha naszego miasta,女教皇不爱我们的城市,城邦不受國母寵愛,女家長は私の都市が好きではない,총대주교가 우리 도시를 사랑하지 않음,Die Matriarchin mag unsere Stadt nicht,La Matriarche n'aime pas notre cité,La matriarca disprezza la nostra città,Maderşah şehrimizi sevmiyor,A Mátriaárka nem szereti a városunkat,Матріарх не любить наше місто,Trưởng lão không yêu thành phố của chúng tôi
mind.worst_culture_makha,,Самый непрестижный город,The least prestigious сity,The least prestigious сity,Nejméně prestižní město,A cidade menos prestigiada,La ciudad menos prestigiosa,Najmniej prestiżowe miasto,声望最低的城市,城邦威信掃地,最も格式のない都市,가장 명망 없는 도시,Die unbedeutendste Stadt,Notre cité est la moins prestigieuse,Città meno prestigiosa,En az saygın şehir,A legkevésbé rangos város,Найменш престижне місто,Thành phố kém uy tín nhất
mind.worst_culture_voruns,,Самое маленькое население,The smallest population,The smallest population,Nejmenší populace,A menor população,La población menos numerosa,Najmniejsza populacja,最少的人口,人口最少,人口最小,가장 인구가 적음,Die kleinste Bevölkerung,Notre cité est la moins peuplée,Popolazione meno numerosa,En küçük nüfus,A legkisebb népesség,Найменше населення,Dân số nhỏ nhất
mind.king_other_culture,,Король другой культуры,King of another culture,King of another culture,Král z jiné kultury,Rei de outra cultura,Monarca de otra cultura,Król innej kultury,出身于不同文化的君王,君王文化背景不同,別の文化圏の王,다른 문화의 왕,König einer anderen Kultur,Notre monarque appartient à une culture différente,Monarca di un'altra cultura,Başka kültürden bir hükümdar,Másik kultúra uralkodója,Монарх з іншої культури,Vua của nền văn hóa khác
mind.fight_for_freedom,,Сражаюсь за свободу,Fighting for freedom,Fighting for freedom,Boj za svobodu,Na luta por liberdade,Luchando por la libertad,Walka o wolność,为自由而战,爭取自由,自由への戦い,자유를 위해 싸우는 중,Kämpft für die Freiheit,Combat pour la liberté,Lotta per la libertà,Özgürlük için savaşıyor,Szabadságharcos,Бореться за свободу,Chiến đấu vì tự do
mind.too_many_xeno_culture,,Слишком много {culture} в городе,Too many {culture} in the city,Too many {culture} in the city,Příliš mnoho členů kultury {culture} ve městě,A cidade está cheia de {culture},Demasiados {culture} en la ciudad,Zbyt wielu członków kultury {culture} w mieście,城市里有太多{culture},城裡有太多{culture}人,街には{culture}が溢れている,도시에 {culture} 너무 많음,Zu viele {culture} in der Stadt,Trop de {culture}s dans la cité,Troppi {culture} in città,Şehirde çok fazla {culture} var,Túl sok a(z) {culture} a városban,У місті забагато {culture},Quá nhiều {culture} trong thành phố
mind.too_many_gwelts,,Слишком много Кайден  в городе,Too many Kaiden in the city,Too many Kaiden in the city,Příliš mnoho Kaidenů ve městě,A cidade está cheia de Kaidens,Demasiados kaiden en la ciudad,Zbyt wielu Kaideńczyków w mieście,城市里有太多凯登人,城裡有太多凱登人,街にはカイデンが溢れている,도시에 카이덴 너무 많음,Zu viele Kaiden in der Stadt,Trop de Kaidens dans la cité,Troppi Kaiden in città,Şehirde çok fazla Kaiden var,Túl sok a kaiden a városban,У місті забагато кейден,Quá nhiều Kaiden trong thành phố
mind.too_many_tanaya,,Слишком много Танайя в городе,Too many Tanaya in the city,Too many Tanaya in the city,Příliš mnoho Tanayů ve městě,A cidade está cheia de Tanayas,Demasiados tanaya en la ciudad,Zbyt wielu Tanayańczyków w mieście,城市里有太多塔纳亚人,城裡有太多塔納雅人,街にはタナヤが溢れている,도시에 타나야 너무 많음,Zu viele Tanaya in der Stadt,Trop de Tanayas dans la cité,Troppi Tanaya in città,Şehirde çok fazla Tanaya var,Túl sok a tanaya a városban,У місті забагато таная,Quá nhiều Tanaya trong thành phố
mind.too_many_makha,,Слишком много Макха в городе,Too many Makha in the city,Too many Makha in the city,Příliš mnoho Makhů ve městě,A cidade está cheia de Makhas,Demasiados makha en la ciudad,Zbyt wielu Makhańczyków w mieście,城市里有太多马哈人,城裡有太多瑪哈人,街にはマーカが溢れている,도시에 마카 너무 많음,Zu viele Makha in der Stadt,Trop de Makhas dans la cité,Troppi Makha in città,Şehirde çok fazla Makha var,Túl sok a makha a városban,У місті забагато маха,Quá nhiều Makha trong thành phố
mind.too_many_voruns,,Слишком много Варны в городе,Too many Varns in the city,Too many Varns in the city,Příliš mnoho Varnů ve městě,A cidade está cheia de Varns,Demasiados varn en la ciudad,Zbyt wielu Varnów w mieście,城市里有太多瓦恩人,城裡有太多瓦恩人,街にはヴァーンが溢れている,도시에 반 너무 많음,Zu viele Varn in der Stadt,Trop de Varns dans la cité,Troppi Varn in città,Şehirde çok fazla Varn var,Túl sok a varn a városban.,У місті забагато варн,Quá nhiều Varns trong thành phố
mind.unfinished_ambition,,Нереализованные амбиции,Unfulfilled ambitions,Unfulfilled ambitions,Naplněné ambice,Ambições não realizadas,Ambiciones insatisfechas,Niespełnione ambicje,未实现的野心,志向未實現,果たせなかった野望,충족되지 않은 야망,Unerfüllte Ambitionen,Ambitions insatisfaites,Ambizioni inappagate,Giderilmemiş arzu,Be nem teljesült ambíciók,Невтілені амбіції,Tham vọng không được thực hiện
mind.hopes_for_the_future,,Надежды на будущее,Hopes for the future,Hopes for the future,Doufá v budoucnost,Esperanças para o futuro,Esperanzas en el futuro,Nadzieje na przyszłość,对未来的希望,對未來的憧憬,未来への期待,미래에 대한 희망,Hoffnungen für die Zukunft,A de l'espoir en l'avenir,Speranza per il futuro,Gelecek ümidi,Reménykedik a jövőben,Сподівання на майбутнє,Hy vọng vào tương lai
mind.king_cursed,,Король проклят Матриархом,King is cursed by Matriarch,King is cursed by Matriarch,Matriarcha proklela krále,Rei amaldiçoado pela Matriarca,La matriarca ha excomulgado al monarca,Matrona przeklęła króla,君王被女教皇诅咒,國母詛咒了君王,王は女家長に呪われている,왕이 총대주교의 저주를 받음,König von der Matriarchin verflucht,La Matriarche a voué notre monarque à la damnation,La matriarca ha scomunicato il monarca,"Maderşah, hükümdarı lanetledi",A Mátriárka megátkozta az uralkodót,Монарх проклятий Матріархом,Nhà vua bị Trưởng lão nguyền rủa
mind.loyalist_in_battle,,Лоялист в бою,Loyalist in battle,Loyalist in battle,Loajalista v bitvě,Lealista em batalha,Fiel al régimen en batalla,Lojalista w bitwie,战斗中的忠诚派,忠誠派參戰,戦闘中の王政支持者,전투 중인 충성파,Loyalist in der Schlacht,Loyaliste au combat,Lealisti in battaglia,Rejim destekçisi savaşta,Lojalista a csatában,Прибічник у бою,Người ủng hộ trong trận chiến
mind.kaiden_brave_king,,Храбрый король,Brave king,Brave king,Udatný král,Rei valente,Monarca valiente,Odważny król,勇敢的君王,驍勇善戰的君王,勇敢なる王,용감한 왕,Tapferer König,Monarque brave,Monarca audace,Cesur hükümdar,Bátor uralkodó,Сміливий монарх,Nhà vua dũng cảm
mind.varns_peace_king,,Миролюбивый король,Peace-loving king,Peace-loving king,Mírumilovný král,Rei amante da paz,Monarca pacifista,Król miłujący pokój,爱好和平的君王,愛好和平的君王,平和を愛する王,평화를 사랑하는 왕,Friedliebender König,Monarque pacifiste,Monarca amante della pace,Barışçıl hükümdar,Békeszerető uralkodó,Миролюбний монарх,Nhà vua yêu hòa bình
mind.tanaya_puppet_king,,Король кукловод,King puppeteer,King puppeteer,Král loutkař,Rei manipulador,Monarca manipulador,Król władca marionetek,傀儡君王,老謀深算的君王,人を操る王,왕 조종자,Marionettenkönig,Notre monarque tire les ficelles !,Manipolazione del monarca,Kuklacı hükümdar,Bábkirály,Монарх-ляльковод,Nhà vua giật dây
mind.makha_trader_king,,Король купец,Merchant king,Merchant king,Kupecký král,Rei mercador,Monarca mercader,Król kupiec,商人君王,經商有道的君王,商人の王,상인 왕,Händlerkönig,Notre monarque sait commercer !,Monarca mercante,Tacir hükümdar,Kereskedőkirály,Монарх-купець,Vua thương gia
mind.many_gaidjins,,Иноземцы вытесняют нас!,Foreigners are pushing us out!,Foreigners are pushing us out!,Cizinci nás vytlačují!,Estrangeiros estão nos expulsando!,¡Los extranjeros nos echan de nuestro hogar!,Zalewają nas obcokrajowcy,异邦人正在排挤我们！,被外來人種排擠了！,よそ者が我々を追い出そうとしている！,외국인들이 우리를 몰아내고 있어!,Ausländer verdrängen uns!,Les étrangers tentent de nous expulser !,Gli stranieri ci scacciano!,Yabancılar bizi dışarı atıyor!,Az idegenek kiszorítanak bennünket!,Нас витісняють іноземці!,Người nước ngoài đang loại trừ chúng tôi!
mind.hated_culture_punished,,Ненавистная культура наказана,Hateful culture punished,Hateful culture punished,Potrestání nenávistné kultury,Cultura odiada punida,Cultura odiosa castigada,Ukarano nienawistną kulturę,可恨的文化受到了惩罚,討厭的文化受打壓,憎悪に満ちた文化が罰せられる,혐오하는 문화가 처벌받음,Hasserfüllte Kultur bestraft,La culture réprouvée est réprimée,Cultura ripugnante castigata,Nefret dolu kültür cezalandırıldı,A gyűlöletes kultúra meg lett büntetve,Покарано ненависну культуру,Văn hóa đáng ghét bị trừng phạt
mind.feeling_of_freedom,,Предвкушение свободы,Anticipation of freedom,Anticipation of freedom,Očekávání svobody,Antecipando a liberdade,Anticipación de libertad,Oczekiwanie wolności,期待自由,期待獲釋,自由への予感,자유 기대,Vorfreude auf die Freiheit,Anticipation de la liberté,Attesa di libertà,Özgürlük beklentisi,A szabadság reménye,У передчутті свободи,Kỳ vọng về tự do
mind.joy_of_riots,,Радость от погромов,The Joy of riots,The Joy of riots,Radost ze vzpour,Alegria pela rebelião,La alegría de las revueltas,Radość z zamieszek,叛乱的喜悦,暴動的快感,暴動の喜び,폭동의 즐거움,Die Freude am Tumult,La joie des révoltes,Felicità delle rivolte,Ayaklanma keyfi,A zavargások öröme,Радість бунту,Niềm vui của cuộc bạo loạn
mind.slave_soldiers_1,,Много воинов в городе,Many warriors in the city,Many warriors in the city,Hodně válečníků ve městě,Muitos guerreiros na cidade,Muchos guerreros en la ciudad,Wielu wojowników w mieście,城市里有许多战士,城裡戰士眾多,街には戦士が溢れている,도시 내 전사 많음,Viele Krieger in der Stadt,Nombreux soldats dans la cité,Molti guerrieri in città,Şehirde çok fazla savaşçı var,Sok a harcos a városban,У місті багато воїнів,Nhiều chiến binh trong thành phố
mind.slave_soldiers_2,,Строгий надзор,Strict supervision,Strict supervision,Přísný dozor,Supervisão rigorosa,Supervisión estricta,Surowy nadzór,严格的监管,監控嚴密,厳格なる監視,엄격한 감시,Strenge Überwachung,Supervision stricte,Supervisione stretta,Sıkı teftiş,Szigorú felügyelet,Суворий нагляд,Giám sát nghiêm ngặt
mind.slave_soldiers_3,,Слабый надзор,Weak supervision,Weak supervision,Slabý dozor,Supervisão fraca,Supervisión laxa,Słaby nadzór,松懈的监管,監控鬆散,緩い監視,허술한 감시,Geringe Überwachung,Supervision faible,Supervisione debole,Zayıf teftiş,Gyenge felügyelet,Слабкий нагляд,Giám sát lỏng lẻo
mind.slave_soldiers_4,,Немного воинов в городе,Few warriors in the city,Few warriors in the city,Málo válečníků ve městě,Poucos guerreiros na cidade,Pocos guerreros en la ciudad,Mało wojowników w mieście,城市里有少量战士,城裡戰士稀少,街には戦士がほとんどいない,도시 내에 전사 거의 없음,Wenige Krieger in der Stadt,Peu de soldats dans la cité,Pochi guerrieri in città,Şehirde çok az savaşçı var,Kevés a harcos a városban,У місті мало воїнів,Ít chiến binh trong thành phố
mind.slave_soldiers_5,,Превосходство в численности,Numerical superiority,Numerical superiority,Početní převaha,Superioridade numérica,Superioridad numérica,Przewaga liczebna,数量优势,人數優勢,数の優位,수적 우세,Numerische Überlegenheit,Supériorité numérique,Superiorità numerica,Sayıca üstünlük,Számbeli fölény,Чисельна перевага,Ưu thế về số lượng
mind.cholera,,Оспа,Smallpox,Smallpox,Neštovice,Varíola,Viruela,Ospa,天花,天花,天然痘,천연두,Pocken,Variole,Vaiolo,Çiçek hastalığı,Himlő,Віспа,Bệnh đậu mùa
mind.retreat_from_battle,,Отступили из боя,Retreated from the battle,Retreated from the battle,Ústup z bitvy,Retirou-se da batalha,Se ha retirado de la batalla,Wycofano się z bitwy,从战斗中撤退,從戰鬥中撤離,戦闘から撤退した,전투에서 후퇴함,Aus der Schlacht zurückgezogen,A fui la bataille,Ritirata dalla battaglia,Savaştan çekildi,Meghátráltunk a csatában,Відступ від бою,Rút lui khỏi trận chiến
mind.king_apostate,,Король отступник,King apostate,King apostate,Odpadlý král,Apóstata do rei,Monarca apóstata,Król apostata,叛教者,叛教,背教者,변절자,Apostat,A quitté sa religion,Apostasia,Dönek,Hitehagyott uralkodó,Монарх-відступник,Nhà vua bỏ đạo
mind.we_cursed,,Нас всех ждет смерть!,Death awaits us all!,Death awaits us all!,Všechny nás čeká smrt!,A morte espera a todos nós!,¡Nos espera la muerte a todos!,Wszystkich nas czeka śmierć!,任谁都难逃一死！,我們必死無疑！,死が全員に待ち受けている！,죽음이 우리 모두를 집어삼킬 거야!,Der Tod ereilt uns alle!,La mort va s'abattre sur nous !,La morte ci attende!,Hepimiz öleceğiz!,A halál vár mindannyiunkra!,Смерть чекає на кожного з нас!,Cái chết đang chờ đợi chúng ta tất cả!
mind.fear_of_church,,Страх церкви,Fear of church,Fear of church,Strach z církve,Medo da Igreja,Miedo a la Iglesia,Strach przed Kościołem,害怕死亡,畏懼死亡,死の恐怖,죽음에 대한 공포,Angst vor dem Tod,Peur de la mort,Paura della morte,Ölüm korkusu,Félelem az egyháztól,Страх церкви,Sợ giáo hội
mind.king_is_prophet,,Король - истинный пророк,The king is the true prophet!,The king is the true prophet!,Král je skutečný prorok!,O rei é o verdadeiro profeta!,¡El monarca es el verdadero profeta!,Król jest prorokiem!,君王是真正的先知！,吾王乃是真正先知！,王こそ真の預言者だ！,우리의 왕은 진정한 선지자야!,Der König ist der wahre Prophet!,Le monarque est le véritable prophète !,Il monarca è il vero profeta!,Hükümdarımız tek gerçek peygamberdir!,Az uralkodó az igazi próféta!,Монарх – справжній пророк!,Nhà vua là tiên tri thật sự!
mind.good_events,,Хорошие события,Good events,Good events,Dobré události,Bons eventos,Sucesos buenos,Dobre wydarzenia,无事件,無事件,イベントなし,사건 없음,Keine Ereignisse,Aucun événement,Nessun evento,Olay yok,Jó események,Позитивні події,Sự kiện tốt
mind.bad_events,,Плохие события,Bad events,Bad events,Špatné události,Maus eventos,Sucesos malos,Złe wydarzenia,无事件,無事件,イベントなし,사건 없음,Keine Ereignisse,Aucun événement,Nessun evento,Olay yok,Rossz események,Негативні події,Sự kiện xấu
mind.lord_terrored,,Правосудие для всех!,Justice for all!,Justice for all!,Spravedlnost pro všechny!,Justiça para todos!,¡Justicia para todos!,Równość wobec prawa!,伸张正义！,正義無偏私！,すべての国民に正義を！,모두를 위한 정의!,Gerechtigkeit für alle!,Justice pour tout le monde !,Giustizia per tutti!,Herkes için adalet!,Igazságot mindenkinek!,Справедливість для всіх!,Công lý cho tất cả!
mind.survived_the_fire,,Пережил пожар,Survived the fire,Survived the fire,Přežití požáru,Sobreviveu a um incêndio,Ha sobrevivido al incendio,Udało się przetrwać pożar,烈火烧不尽,經歷火災,火災から生還,화재에서 생존함,Hat den Brand überlebt,A survécu à un incendie,Ha affrontato l'incendio rimanendo indenne,Yangından Sağ Çıktı,Túlélte a tüzet,Пережив пожежу,Sinh tồn sau trận hỏa hoạn